card_id,dbf_id,name,set,class,type,collectible,mechanics,text,text_sha256,implementation,playable_ready,verification
CAP_405tb3b,132875,Unending Trial,ESCAPEFROM_VIOLET_HOLD,WARLOCK,SPELL,False,,The trial finishes in 4 turns.,7c0eaa04bb8d40d20a38e457dc00e0781ef1d1473c57997f6beb8bcfaa8d9d86,not_implemented,False,missing
CAP_406,127090,Kabal Mastermind,ESCAPEFROM_VIOLET_HOLD,WARLOCK,MINION,True,"BATTLECRY,TAUNT","Taunt. Battlecry: Whenever you summon an Imp-formant this game, give it +2/+2.",d6a2c50a1730d3bf4b038c9570c86f84692642cb04656e972c393596ac401d79,not_implemented,False,missing
CAP_406e,134445,Imp-roved Imp-formants,ESCAPEFROM_VIOLET_HOLD,WARLOCK,ENCHANTMENT,False,TRIGGER_VISUAL,"Whenever you summon an Imp-formant this game, give it +2/+2.",6212b37b74775178b21aa1c4b11a764b23794a8e794a831719e71ba11cc8ff59,not_implemented,False,missing
CAP_406e2,134470,Imp-bedded,ESCAPEFROM_VIOLET_HOLD,NEUTRAL,ENCHANTMENT,False,,+2/+2.,6496ac6ee3bdc68621e62fed137957624c2b0bd825dd961051f0d8c2f5e4eb44,not_implemented,False,missing
CAP_407,129888,Wanted Poster,ESCAPEFROM_VIOLET_HOLD,NEUTRAL,SPELL,True,DISCOVER,Discover a minion that costs (5) or more. Give it Prepare.,0848dd0c7ebae704631886fbdc44bd2e54a4ec41a89584d745a4587c5c25b56a,not_implemented,False,missing
CAP_407e,134782,Wanted!,ESCAPEFROM_VIOLET_HOLD,NEUTRAL,ENCHANTMENT,False,ENCHANTMENT_INVISIBLE,Ensure Deck Action tag is set,fbb381c2120cf18180dc2906f7fa0ed1b12abc060f9c90fbd8cdab1a805521fe,not_implemented,False,missing
CAP_800,127060,Sinful Steed,ESCAPEFROM_VIOLET_HOLD,PRIEST,MINION,True,REBORN,Reborn. This is Reborn with full Health and enchantments.,d08a7d157a2c496169682b57b56af60d437c4b3003744a434f191a58b0947a69,legacy_compatibility,True,focused_or_regression_tests
CAP_800e,134669,Neigh!,ESCAPEFROM_VIOLET_HOLD,PRIEST,ENCHANTMENT,False,ENCHANTMENT_INVISIBLE,Reborn. Is Reborn with full Health and enchantments.,dce358bfd14af55bc9832dd382ea93d8bba1167de76a93bf474d0aae0b6f0001,not_implemented,False,missing
CAP_801,127061,Haunt,ESCAPEFROM_VIOLET_HOLD,PRIEST,SPELL,True,,"Give a minion +2/+3, Reborn, and Taunt.",e9149b130bfe0148f3d9861f1f59c46493a0256ebeaf8707a0db9569f1aa4b29,not_implemented,False,missing
CAP_801e2,134429,Haunted,ESCAPEFROM_VIOLET_HOLD,NEUTRAL,ENCHANTMENT,False,,+2/+3 Reborn and Taunt.,9c097ef3d8b13bfe4c09a8cc4fbff0bc010b96b44c63819922d2c228ce149441,not_implemented,False,missing
CAP_802,127062,Follow the Ghosts,ESCAPEFROM_VIOLET_HOLD,PRIEST,SPELL,True,,Summon a 2/1 Ghost with Reborn. Give a playable card in your hand this effect for a turn.,c44438552e81498026c42f5153158e4ccf8d8662b0028c93ad0958a21d7441e7,not_implemented,False,missing
CAP_802e1,132351,Following the Ghosts,ESCAPEFROM_VIOLET_HOLD,PRIEST,ENCHANTMENT,False,"ENCHANTMENT_INVISIBLE,TAG_ONE_TURN_EFFECT","After this is played, summon a 2/1 Ghost with Reborn. Give a card in your hand this effect for a turn.",cf10ae3215897e5d2677ca5e936b7c1431cdbb995dc1fc7cc0a2d7763298a885,not_implemented,False,missing
CAP_802t,127063,Spooky Ghost,ESCAPEFROM_VIOLET_HOLD,PRIEST,MINION,False,REBORN,Reborn,388c9225a0d44757fb34160872c30e57879cbe07227ae63649d92c3f417fd8a4,not_implemented,False,missing
CAP_803,127064,Lingering Spirit,ESCAPEFROM_VIOLET_HOLD,PRIEST,MINION,True,"DEATHRATTLE,REBORN",Reborn Deathrattle: Restore #3 Health to your hero. Excess healing damages a random enemy.,b7c2c0e0ebcf2ee738f1f3c2236b00d7563866a4416d7b47e2a735b2ba020746,not_implemented,False,missing
CAP_804,127065,Specter Specialist,ESCAPEFROM_VIOLET_HOLD,PRIEST,MINION,True,BATTLECRY,"Battlecry: Give a friendly minion Reborn. If it already has Reborn, summon a copy of it.",e38a40c16f922b871b9eab04fd27944c1c54b707a3ad22964bfa1a5257403432,not_implemented,False,missing
CAP_805,127092,Slime 'em!,ESCAPEFROM_VIOLET_HOLD,PRIEST,SPELL,True,,Destroy all minions. Each player gets a 3-Cost spell that resummons theirs.,8c8784c7af89e9ac22559a4f97afb08d533620ae37c55e89d25093880e9d149b,not_implemented,False,missing
CAP_805e,127117,I've Been Slimed,ESCAPEFROM_VIOLET_HOLD,PRIEST,ENCHANTMENT,False,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,not_implemented,False,missing
CAP_805t,127118,Ectoplasm,ESCAPEFROM_VIOLET_HOLD,PRIEST,SPELL,False,,Resummon all friendly minions that were slimed.,4a974d5e62f38431b88a2bc4efb7032ad8f38581dd13b4401aa745bf5591705e,not_implemented,False,missing
CAP_806,127068,Raith Van Geist,ESCAPEFROM_VIOLET_HOLD,PRIEST,MINION,True,BATTLECRY,Battlecry: Resurrect your minions that were Reborn this game. They attack random enemy minions.,3cab13a268cdcf159c87880bff6d5cac0cac6e01e8ee1b2844c984533b50890f,not_implemented,False,missing
CATA_111,122500,Darkscale Broodmother,CATACLYSM,NEUTRAL,MINION,True,BATTLECRY,"Battlecry: If you're holding a Dragon, refresh 2 Mana Crystals.",e8e0bd37fdcc3f8652891f40af6dc7cef109d6d4d66f347dcb83c09cc2d4987b,legacy_compatibility,True,focused_or_regression_tests
CATA_130,122966,Crystalspine Cub,CATACLYSM,DRUID,MINION,True,TRIGGER_VISUAL,"Whenever you spend your last Mana Crystal, gain +1/+1.",0292348a742d2d118a10fd4203aff7d54ae0c487b4ae1fdd23d4d1d707396387,legacy_compatibility,True,focused_or_regression_tests
CATA_130e,122980,Crystallized,CATACLYSM,DRUID,ENCHANTMENT,False,,+1/+1.,afc89c2ca41679d8ca8a2c52feea4637bb75b326ab9a2cdeac23cd43d9259603,not_implemented,False,missing
CATA_131,122967,Felwood Treant,CATACLYSM,DRUID,MINION,True,BATTLECRY,"Battlecry: Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's permanent. ({0} left!)@Battlecry: Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's permanent. (Ready!)@Battlecry: Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's permanent.",32217176ef8019326689e0a17ef1e7edd2110ce6f854f2e35330afff1001b0d7,declarative,True,focused_or_regression_tests
CATA_132,122968,Broodwatcher,CATACLYSM,DRUID,MINION,True,BATTLECRY,"Battlecry: Get two 3/3 Whelps with Taunt. If you spent 8 Mana while holding this, summon them. ({0} left!)@Battlecry: Get two 3/3 Whelps with Taunt. If you spent 8 Mana while holding this, summon them. (Ready!)@Battlecry: Get two 3/3 Whelps with Taunt. If you spent 8 Mana while holding this, summon them.",a3c3db0ee1546789db9fdb4b04daaeaa6b2e76a38101a18bfc3f40b63e9d182d,not_implemented,False,missing
CATA_132t,122969,Emerald Whelp,CATACLYSM,DRUID,MINION,False,TAUNT,Taunt,aa1c342daeb99a7dd8a63d75bed9ad127b763c6cd74891b0ce1a090898c7534e,not_implemented,False,missing
CATA_133,122970,Iridescent Flitterwing,CATACLYSM,DRUID,MINION,True,"ELUSIVE,TRIGGER_VISUAL","Elusive At the end of your turn, give your other minions +1/+1.",408025b58c5551e7d00b718fe28381570ccb535e0325cc7768b68cd852a99d1c,not_implemented,False,missing
CATA_133e,122981,Iridescent Glow,CATACLYSM,NEUTRAL,ENCHANTMENT,False,,+1/+1,eb43762ec1d50eb31818b9eff4499ebb6487019350de83618a0b01eb918da538,not_implemented,False,missing
CATA_134,122971,Wildwood Circle,CATACLYSM,DRUID,SPELL,True,,"Shatter. Summon two 2/2 Treants. Give your minions ""Deathrattle: Summon a 2/2 Treant.""",cd6959b57b582c6e05b6bd9c3b523f04d688841f8e2b48ff6946647b36b8c43b,not_implemented,False,missing
CATA_134e,127980,Wildwood Aura,CATACLYSM,DRUID,ENCHANTMENT,False,,Deathrattle: Summon a 2/2 Treant.,31b64e9e9921b01f53f050fc807d842648f3d773c3de6af3e12d6ab674e38e66,not_implemented,False,missing
CATA_134t,122972,Wildwood Circle,CATACLYSM,DRUID,SPELL,False,EVIL_GLOW,Shattered Summon two 2/2 Treants.,33a4c07680119832d4c7743a3a1167a0de6ca3eddb1595482c928e424b2fdd48,not_implemented,False,missing
CATA_134t2,122973,Wildwood Circle,CATACLYSM,DRUID,SPELL,False,EVIL_GLOW,"Shattered Give your minions ""Deathrattle: Summon a 2/2 Treant.""",0162c0cc2070ccc35b1e2af57edab849008b95cbc8605210f0c25c3fa0def43d,not_implemented,False,missing
CATA_134t3,126886,Treant,CATACLYSM,DRUID,MINION,False,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,not_implemented,False,missing
CATA_135,123023,Mossbinding,CATACLYSM,DRUID,SPELL,True,,Summon two 1/2 Golems. Spend all your Mana to give them +1/+1 for each Mana spent.,221e4354524a080be4e98b9feb45e7c51f32664b042db9ba42b7989a9810687b,not_implemented,False,missing
CATA_135e,122984,Moss Shaped,CATACLYSM,DRUID,ENCHANTMENT,False,,Increased stats.,86366dffd9632c41254a7086bccc8785950a645bfec07910fece2646282f81be,not_implemented,False,missing
CATA_135t,122974,Moss Golem,CATACLYSM,DRUID,MINION,False,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,not_implemented,False,missing
CATA_136,122975,Azshara's Triumph,CATACLYSM,DRUID,SPELL,True,,Shuffle 5 random minions into your deck that cost (8) or more. Double their stats.,22e32f6ba8803ead4bb43634daa4a5e0701816c08649714da567e081a586c538,not_implemented,False,missing
CATA_136e,122985,Azshara's Triumph,CATACLYSM,NEUTRAL,ENCHANTMENT,False,,Doubled Attack and Health.,ea31175b7dbb3f0b1f0e38824be3bd30348b0bf68299188bf4cb3c48661ce506,not_implemented,False,missing
CATA_138,122988,Forest's Gift,CATACLYSM,DRUID,SPELL,True,,Give a friendly minion +1/+1 for each minion you control.,016e7832126ef55099c94df9e37e2563feeb3be998a6c85d76d71720f86d2645,declarative,True,focused_or_regression_tests
CATA_138e,127198,Tree Hugged,CATACLYSM,NEUTRAL,ENCHANTMENT,False,,Increased stats.,86366dffd9632c41254a7086bccc8785950a645bfec07910fece2646282f81be,not_implemented,False,missing
CATA_139,122976,Wickerfang,CATACLYSM,DRUID,MINION,True,"COLOSSAL,TRIGGER_VISUAL","Colossal +4 After one of Wickerfang's Legs gains stats, this gains them too.",5638cff7c5bf4a3a846679d74affd21db0d0063cfa6dc55fac1bbff7b30965a1,not_implemented,False,missing
CATA_139e,123336,Symbiotic,CATACLYSM,NEUTRAL,ENCHANTMENT,False,,Increased Stats.,4846a99b92270bfeda6b0124bb66bb9e657a7bc5f9e1dae212aff812e8912441,not_implemented,False,missing
CATA_139t,122977,Wickerfang's Leg,CATACLYSM,DRUID,MINION,False,TRIGGER_VISUAL,"At the end of your turn, gain +1/+1.",8a9e8dd486ce6a660556463ded1fab9696734abd0de6f027d4db6d13e89d374d,declarative,True,focused_or_regression_tests
CATA_139t2,128060,Wickerfang's Leg,CATACLYSM,DRUID,MINION,False,TRIGGER_VISUAL,"At the end of your turn, gain +1/+1.",8a9e8dd486ce6a660556463ded1fab9696734abd0de6f027d4db6d13e89d374d,declarative,True,focused_or_regression_tests
CATA_139t3,128061,Wickerfang's Leg,CATACLYSM,DRUID,MINION,False,TRIGGER_VISUAL,"At the end of your turn, gain +1/+1.",8a9e8dd486ce6a660556463ded1fab9696734abd0de6f027d4db6d13e89d374d,declarative,True,focused_or_regression_tests
CATA_139t4,128062,Wickerfang's Leg,CATACLYSM,DRUID,MINION,False,TRIGGER_VISUAL,"At the end of your turn, gain +1/+1.",8a9e8dd486ce6a660556463ded1fab9696734abd0de6f027d4db6d13e89d374d,declarative,True,focused_or_regression_tests
CATA_139te,123334,Growing Quick!,CATACLYSM,,ENCHANTMENT,False,,+1/+1.,afc89c2ca41679d8ca8a2c52feea4637bb75b326ab9a2cdeac23cd43d9259603,not_implemented,False,missing
CATA_140,122978,Merithra of the Dream,CATACLYSM,DRUID,MINION,True,BATTLECRY,"Battlecry: Fill your hand with random Dragons. If you spent 25 Mana while holding this, they cost (1). ({0} left!)@Battlecry: Fill your hand with random Dragons. If you spent 25 Mana while holding this, they cost (1). (Ready!)@Battlecry: Fill your hand with random Dragons. If you spent 25 Mana while holding this, they cost (1).",8b9e3cf68ac0203144aae48fefde3f9b92b6761686ad33568ed25c43b143bd7c,not_implemented,False,missing
CATA_150,124110,"Ragnaros, the Great Fire",CATACLYSM,WARRIOR,MINION,True,"COLOSSAL,TRIGGER_VISUAL","Colossal +2 At the end of your turn, trigger your minions' Deathrattles.",7179dde7997d35aee82f41dd16ed4aad938bdd2405bb056f99c66e18867c4cef,legacy_compatibility,True,focused_or_regression_tests
CATA_150t,124113,Hand of Ragnaros,CATACLYSM,WARRIOR,MINION,False,DEATHRATTLE,Deathrattle: Deal {0} damage to a random enemy. Herald twice to upgrade.@Deathrattle: Deal {0} damage to a random enemy. Herald once to upgrade.@Deathrattle: Deal {0} damage to a random enemy.,0258546dab1b2326b4976c3d4d6dc740bd35dce33d89abd0b121560f0ee5e73e,not_implemented,False,missing
